gender,age_group,education_level,race_ethnicity,religion_level,income_bracket,job_status,individual_first_vote,individual_final_vote,group_first_vote_guilty,group_first_vote_not_guilty,group_first_vote_undecided,group_final_vote_guilty,group_final_vote_not_guilty,group_final_vote_undecided,site,case_id,num_victims,defendant_gender,defendant_race_ethnicity,defendant_representation,victim_gender,victim_race_ethnicity,victim_relationship,defendant_criminal_history_known,sentencing_possibilities_known,case_type,total_counts,total_convictions,total_acquittals,total_hung_counts,sentence_range
Male,26-35,Post-graduate work,White/Caucasian,Religious,"Over $75,000",Employed full time,Guilty,Guilty,9,3,NA,9,3,NA,Maricopa,29,1,Male,"Black, non-Hispanic",Public defender,Male,"White, non-Hispanic",None,No,No,"Murder, 1st degree",2,1,0,1,5–10 years
Male,36-45,Some college,White/Caucasian,Religious,"$50,000 - $75,000",Employed full time,Guilty,NA,NA,NA,NA,NA,NA,NA,Maricopa,29,1,Male,"Black, non-Hispanic",Public defender,Male,"White, non-Hispanic",None,No,No,"Murder, 1st degree",2,1,0,1,5–10 years
Female,36-45,High school graduate,White/Caucasian,Religious,"$30,000 - $39,999",Employed full time,Guilty,Guilty,7,1,4,9,1,2,Maricopa,29,1,Male,"Black, non-Hispanic",Public defender,Male,"White, non-Hispanic",None,No,No,"Murder, 1st degree",2,1,0,1,5–10 years
Male,36-45,Some college,White/Hispanic,Very religious,"$30,000 - $39,999",Employed full time,Guilty,NA,12,0,NA,9,3,NA,Maricopa,29,1,Male,"Black, non-Hispanic",Public defender,Male,"White, non-Hispanic",None,No,No,"Murder, 1st degree",2,1,0,1,5–10 years
Female,26-35,Some college,Black/African American,Very religious,NA,Employed full time,Not Guilty,Not Guilty,8,2,2,9,2,1,Maricopa,29,1,Male,"Black, non-Hispanic",Public defender,Male,"White, non-Hispanic",None,No,No,"Murder, 1st degree",2,1,0,1,5–10 years
Male,36-45,College graduate,White/Caucasian,Religious,"Over $75,000",Employed full time,Guilty,Guilty,NA,NA,NA,9,3,NA,Maricopa,29,1,Male,"Black, non-Hispanic",Public defender,Male,"White, non-Hispanic",None,No,No,"Murder, 1st degree",2,1,0,1,5–10 years
Male,46-55,Some college,White/Hispanic,Religious,"$30,000 - $39,999",Employed full time,Not Guilty,Not Guilty,NA,12,NA,NA,12,NA,Maricopa,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Female,56-65,Some college,White/Caucasian,Very religious,"$20,000 - $29,999",Employed full time,Not Guilty,Not Guilty,NA,12,NA,NA,12,NA,Maricopa,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Female,36-45,High school graduate,White/Caucasian,Somewhat non-religious,"$40,000 - $49,999",Employed full time,Not Guilty,Not Guilty,NA,NA,NA,NA,12,NA,Maricopa,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Male,46-55,College graduate,White/Caucasian,Religious,"$30,000 - $39,999",Employed full time,Not Guilty,Not Guilty,NA,12,NA,NA,12,NA,Maricopa,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Male,36-45,Some college,White/Caucasian,Religious,"Over $75,000",Employed full time,Not Guilty,NA,NA,12,NA,NA,12,NA,Maricopa,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Female,36-45,Some college,White/Hispanic,Neither,"Over $75,000",Employed full time,Not Guilty,Guilty,NA,12,NA,NA,12,NA,Maricopa,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Male,46-55,Post-graduate work,White/Caucasian,Religious,"Over $75,000",Employed full time,Not Guilty,NA,NA,12,NA,NA,12,NA,Maricopa,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Male,46-55,Some college,White/Caucasian,NA,"$40,000 - $49,999",Employed full time,Guilty,Guilty,1,11,NA,0,12,NA,Maricopa,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Male,46-55,Post-graduate work,White/Caucasian,Very religious,"$50,000 - $75,000",Employed full time,Guilty,Guilty,0,12,0,0,12,0,Maricopa,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Male,36-45,Post-graduate work,White/Caucasian,Religious,"Over $75,000",Employed full time,Not Guilty,Not Guilty,NA,12,NA,NA,12,NA,Maricopa,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Male,46-55,Post-graduate work,White/Hispanic,Religious,"$50,000 - $75,000",Employed full time,Not Guilty,Not Guilty,NA,12,NA,NA,12,NA,Maricopa,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Female,26-35,College graduate,White/Caucasian,Somewhat non-religious,"$50,000 - $75,000",Employed full time,Not Guilty,Not Guilty,0,12,0,0,12,0,Maricopa,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Female,46-55,Post-graduate work,White/Caucasian,Very religious,"$50,000 - $75,000",Employed full time,Guilty,Guilty,3,3,6,12,0,0,Maricopa,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Male,18-25,Post-graduate work,White/Caucasian,Very non-religious,"$30,000 - $39,999",Employed part time,Undecided,Guilty,2,5,5,12,0,0,Maricopa,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Male,Over 65,Some college,White/Caucasian,Very religious,"$40,000 - $49,999",Student,Undecided,Guilty,3,4,5,12,NA,NA,Maricopa,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Female,56-65,Post-graduate work,White/Caucasian,Somewhat non-religious,"$40,000 - $49,999",Student,Not Guilty,Guilty,5,5,2,12,NA,NA,Maricopa,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Female,Over 65,Some college,White/Caucasian,Very religious,"$20,000 - $29,999",Student,Guilty,Guilty,2,1,9,12,NA,NA,Maricopa,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Female,56-65,Some college,White/Caucasian,Very religious,"$50,000 - $75,000",Employed full time,Guilty,Guilty,3,3,6,12,0,0,Maricopa,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Male,36-45,High school graduate,White/Caucasian,Neither,"$50,000 - $75,000",Employed full time,Undecided,Guilty,5,2,1,8,NA,NA,Maricopa,32,1,Male,"White, non-Hispanic",Public defender,Female,"White, non-Hispanic",Spouse/domestic partner,No,No,Other,1,1,0,0,<1 year
Male,26-35,Some college,Nonwhite/Hispanic,Very religious,"$50,000 - $75,000",Employed full time,Not Guilty,Guilty,5,2,1,0,NA,NA,Maricopa,32,1,Male,"White, non-Hispanic",Public defender,Female,"White, non-Hispanic",Spouse/domestic partner,No,No,Other,1,1,0,0,<1 year
Female,26-35,College graduate,White/Hispanic,Very religious,"Over $75,000",Employed full time,Not Guilty,Guilty,5,2,1,8,0,0,Maricopa,32,1,Male,"White, non-Hispanic",Public defender,Female,"White, non-Hispanic",Spouse/domestic partner,No,No,Other,1,1,0,0,<1 year
Female,26-35,College graduate,White/Caucasian,Religious,"$20,000 - $29,999",Employed part time,Guilty,Guilty,5,2,1,8,0,0,Maricopa,32,1,Male,"White, non-Hispanic",Public defender,Female,"White, non-Hispanic",Spouse/domestic partner,No,No,Other,1,1,0,0,<1 year
Male,26-35,College graduate,White/Caucasian,Very religious,"$40,000 - $49,999",Employed full time,Guilty,Guilty,5,2,1,8,0,0,Maricopa,32,1,Male,"White, non-Hispanic",Public defender,Female,"White, non-Hispanic",Spouse/domestic partner,No,No,Other,1,1,0,0,<1 year
NA,26-35,High school graduate,White/Hispanic,Very non-religious,"$30,000 - $39,999",Employed full time,Guilty,Guilty,5,2,1,4,NA,NA,Maricopa,32,1,Male,"White, non-Hispanic",Public defender,Female,"White, non-Hispanic",Spouse/domestic partner,No,No,Other,1,1,0,0,<1 year
Female,26-35,Some college,NA,Religious,"$40,000 - $49,999",Employed part time,Guilty,Guilty,5,2,1,8,0,0,Maricopa,32,1,Male,"White, non-Hispanic",Public defender,Female,"White, non-Hispanic",Spouse/domestic partner,No,No,Other,1,1,0,0,<1 year
Male,26-35,Post-graduate work,Native American,Somewhat non-religious,"$50,000 - $75,000",Employed full time,Undecided,Guilty,5,2,1,8,0,0,Maricopa,32,1,Male,"White, non-Hispanic",Public defender,Female,"White, non-Hispanic",Spouse/domestic partner,No,No,Other,1,1,0,0,<1 year
Male,36-45,Some college,White/Caucasian,Neither,"Over $75,000",Employed full time,Guilty,Guilty,8,0,0,8,0,0,Maricopa,34,0,Male,Other,Public defender,NA,NA,Relationship not known,No,No,DUI/DWI,1,1,0,0,1–5 years
Female,46-55,College graduate,White/Caucasian,Religious,NA,Employed part time,Guilty,Guilty,8,NA,NA,8,NA,NA,Maricopa,34,0,Male,Other,Public defender,NA,NA,Relationship not known,No,No,DUI/DWI,1,1,0,0,1–5 years
Female,56-65,Some college,White/Caucasian,Religious,"Over $75,000",Student,Guilty,Guilty,7,NA,1,8,NA,NA,Maricopa,34,0,Male,Other,Public defender,NA,NA,Relationship not known,No,No,DUI/DWI,1,1,0,0,1–5 years
Female,46-55,Some college,White/Caucasian,Religious,"$50,000 - $75,000",Employed full time,Guilty,Guilty,7,NA,1,8,NA,NA,Maricopa,34,0,Male,Other,Public defender,NA,NA,Relationship not known,No,No,DUI/DWI,1,1,0,0,1–5 years
Male,26-35,Some college,Nonwhite/Hispanic,Religious,"$50,000 - $75,000",Employed full time,Not Guilty,NA,8,0,NA,5,3,NA,Maricopa,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,DUI/DWI,2,1,1,0,NA
Male,36-45,College graduate,White/Caucasian,Religious,"$40,000 - $49,999",Employed full time,Guilty,NA,5,3,NA,5,3,NA,Maricopa,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,DUI/DWI,2,1,1,0,NA
Male,26-35,Some college,White/Caucasian,Religious,"Over $75,000",Employed full time,Guilty,Not Guilty,8,NA,NA,5,2,NA,Maricopa,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,DUI/DWI,2,1,1,0,NA
Female,26-35,College graduate,White/Caucasian,Neither,"Over $75,000",Employed full time,Guilty,Guilty,3,4,1,5,3,NA,Maricopa,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,DUI/DWI,2,1,1,0,NA
Female,36-45,Post-graduate work,White/Caucasian,Religious,"$40,000 - $49,999","Unemployed, and a student",Undecided,Not Guilty,0,0,0,5,3,0,Maricopa,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,DUI/DWI,2,1,1,0,NA
Female,26-35,College graduate,White/Caucasian,Religious,"Over $75,000",Employed full time,Guilty,Guilty,3,4,1,5,3,NA,Maricopa,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,DUI/DWI,2,1,1,0,NA
Male,56-65,College graduate,White/Hispanic,Somewhat non-religious,"Over $75,000",Employed part time,Not Guilty,Not Guilty,5,3,NA,5,3,NA,Maricopa,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,DUI/DWI,2,1,1,0,NA
Female,46-55,Post-graduate work,White/Hispanic,Neither,"$50,000 - $75,000",Employed full time,Guilty,NA,2,4,2,5,3,NA,Maricopa,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,DUI/DWI,2,1,1,0,NA
Male,36-45,Less than high school,White/Caucasian,Very non-religious,"$40,000 - $49,999",Employed full time,Not Guilty,Not Guilty,NA,8,NA,8,NA,NA,Maricopa,38,1,Male,"Black, non-Hispanic",Court-app. private,Male,"White, non-Hispanic",None,No,No,Burglary,3,0,3,0,NA
Female,36-45,Post-graduate work,White/Caucasian,Neither,"$20,000 - $29,999",Employed full time,Not Guilty,NA,NA,NA,NA,NA,NA,NA,Maricopa,38,1,Male,"Black, non-Hispanic",Court-app. private,Male,"White, non-Hispanic",None,No,No,Burglary,3,0,3,0,NA
Female,46-55,Post-graduate work,Native American,Religious,"Over $75,000",Employed full time,Not Guilty,Not Guilty,0,8,0,0,8,0,Maricopa,38,1,Male,"Black, non-Hispanic",Court-app. private,Male,"White, non-Hispanic",None,No,No,Burglary,3,0,3,0,NA
Male,46-55,College graduate,White/Caucasian,Religious,"$50,000 - $75,000",Employed full time,Not Guilty,NA,1,7,NA,0,8,NA,Maricopa,38,1,Male,"Black, non-Hispanic",Court-app. private,Male,"White, non-Hispanic",None,No,No,Burglary,3,0,3,0,NA
Female,36-45,Some college,White/Caucasian,NA,"$50,000 - $75,000",Homemaker,Not Guilty,Not Guilty,0,9,NA,0,9,NA,Maricopa,38,1,Male,"Black, non-Hispanic",Court-app. private,Male,"White, non-Hispanic",None,No,No,Burglary,3,0,3,0,NA
Male,46-55,High school graduate,White/Caucasian,Religious,"$40,000 - $49,999",Employed full time,Not Guilty,Not Guilty,NA,8,NA,NA,8,NA,Maricopa,38,1,Male,"Black, non-Hispanic",Court-app. private,Male,"White, non-Hispanic",None,No,No,Burglary,3,0,3,0,NA
Male,56-65,Post-graduate work,White/Caucasian,Neither,"Over $75,000",Self-employed,Not Guilty,Not Guilty,NA,7,NA,NA,8,NA,Maricopa,38,1,Male,"Black, non-Hispanic",Court-app. private,Male,"White, non-Hispanic",None,No,No,Burglary,3,0,3,0,NA
Male,46-55,Post-graduate work,White/Caucasian,Very religious,"$20,000 - $29,999",Employed full time,Not Guilty,Not Guilty,NA,8,NA,NA,8,NA,Maricopa,38,1,Male,"Black, non-Hispanic",Court-app. private,Male,"White, non-Hispanic",None,No,No,Burglary,3,0,3,0,NA
Male,46-55,College graduate,Black/African American,Religious,"$50,000 - $75,000",Employed full time,Not Guilty,Not Guilty,0,8,0,0,8,0,Maricopa,40,1,NA,"White, Hispanic",Public defender,NA,NA,None,NA,NA,NA,1,0,1,0,5–10 years
Male,Over 65,Some college,White/Caucasian,Neither,"$30,000 - $39,999",Student,Not Guilty,Not Guilty,8,0,0,8,0,0,Maricopa,40,1,NA,"White, Hispanic",Public defender,NA,NA,None,NA,NA,NA,1,0,1,0,5–10 years
Female,26-35,Less than high school,White/Caucasian,Religious,"$30,000 - $39,999",Employed full time,Not Guilty,Not Guilty,0,8,0,0,8,0,Maricopa,40,1,NA,"White, Hispanic",Public defender,NA,NA,None,NA,NA,NA,1,0,1,0,5–10 years
Female,46-55,College graduate,White/Caucasian,Neither,"Over $75,000",Employed full time,Not Guilty,Not Guilty,0,8,0,0,8,0,Maricopa,40,1,NA,"White, Hispanic",Public defender,NA,NA,None,NA,NA,NA,1,0,1,0,5–10 years
Male,46-55,Some college,White/Caucasian,Neither,"Over $75,000",Employed full time,Not Guilty,NA,0,8,0,0,8,0,Maricopa,40,1,NA,"White, Hispanic",Public defender,NA,NA,None,NA,NA,NA,1,0,1,0,5–10 years
Male,Over 65,Post-graduate work,White/Caucasian,Religious,"$40,000 - $49,999",Student,Not Guilty,Not Guilty,0,8,0,0,8,0,Maricopa,40,1,NA,"White, Hispanic",Public defender,NA,NA,None,NA,NA,NA,1,0,1,0,5–10 years
Male,36-45,Less than high school,White/Hispanic,NA,"$50,000 - $75,000",Employed full time,Not Guilty,NA,0,8,0,NA,NA,NA,Maricopa,40,1,NA,"White, Hispanic",Public defender,NA,NA,None,NA,NA,NA,1,0,1,0,5–10 years
Female,36-45,Some college,White/Hispanic,Very religious,"$20,000 - $29,999",Employed full time,Not Guilty,Not Guilty,0,8,0,0,8,0,Maricopa,40,1,NA,"White, Hispanic",Public defender,NA,NA,None,NA,NA,NA,1,0,1,0,5–10 years
NA,36-45,College graduate,White/Hispanic,Religious,"Over $75,000",Employed part time,Undecided,Guilty,6,2,NA,8,NA,NA,Maricopa,41,0,Female,"White, non-Hispanic",Private,NA,NA,Relationship not known,NA,No,DUI/DWI,2,2,0,0,<1 year
Female,46-55,Some college,White/Caucasian,Religious,"Over $75,000",Employed part time,Guilty,Guilty,6,2,NA,8,0,7,Maricopa,41,0,Female,"White, non-Hispanic",Private,NA,NA,Relationship not known,NA,No,DUI/DWI,2,2,0,0,<1 year
Female,18-25,High school graduate,White/Caucasian,Neither,"Under $10,000",Employed full time,Guilty,Guilty,6,2,NA,6,0,NA,Maricopa,41,0,Female,"White, non-Hispanic",Private,NA,NA,Relationship not known,NA,No,DUI/DWI,2,2,0,0,<1 year
Male,56-65,College graduate,White/Caucasian,Very non-religious,"Over $75,000",Student,Guilty,Guilty,6,2,NA,8,0,NA,Maricopa,41,0,Female,"White, non-Hispanic",Private,NA,NA,Relationship not known,NA,No,DUI/DWI,2,2,0,0,<1 year
Female,26-35,College graduate,White/Caucasian,Religious,"$50,000 - $75,000",Employed full time,Guilty,Guilty,6,2,NA,8,0,NA,Maricopa,41,0,Female,"White, non-Hispanic",Private,NA,NA,Relationship not known,NA,No,DUI/DWI,2,2,0,0,<1 year
Male,36-45,College graduate,White/Caucasian,Very non-religious,"Over $75,000",Employed full time,Guilty,Guilty,6,2,NA,8,0,NA,Maricopa,41,0,Female,"White, non-Hispanic",Private,NA,NA,Relationship not known,NA,No,DUI/DWI,2,2,0,0,<1 year
Male,26-35,Some college,White/Caucasian,Very religious,"$40,000 - $49,999",Employed full time,Undecided,Guilty,6,2,0,3,0,0,Maricopa,41,0,Female,"White, non-Hispanic",Private,NA,NA,Relationship not known,NA,No,DUI/DWI,2,2,0,0,<1 year
Female,36-45,College graduate,White/Caucasian,Religious,"$40,000 - $49,999",Employed full time,Guilty,NA,8,0,0,8,0,0,Maricopa,42,0,Female,"White, non-Hispanic",Public defender,NA,NA,Relationship not known,No,No,DUI/DWI,2,2,0,0,1–5 years
Male,36-45,College graduate,White/Caucasian,Religious,"Over $75,000",Employed full time,Guilty,Guilty,8,NA,NA,8,NA,NA,Maricopa,42,0,Female,"White, non-Hispanic",Public defender,NA,NA,Relationship not known,No,No,DUI/DWI,2,2,0,0,1–5 years
Female,46-55,Post-graduate work,White/Caucasian,Religious,"Over $75,000",Employed full time,Guilty,NA,8,0,0,8,0,0,Maricopa,42,0,Female,"White, non-Hispanic",Public defender,NA,NA,Relationship not known,No,No,DUI/DWI,2,2,0,0,1–5 years
Male,46-55,High school graduate,White/Caucasian,Religious,"$40,000 - $49,999",Student,Guilty,NA,8,NA,NA,8,NA,NA,Maricopa,42,0,Female,"White, non-Hispanic",Public defender,NA,NA,Relationship not known,No,No,DUI/DWI,2,2,0,0,1–5 years
Female,36-45,High school graduate,White/Caucasian,Religious,"$20,000 - $29,999",Employed full time,Guilty,Guilty,8,0,0,8,0,0,Maricopa,42,0,Female,"White, non-Hispanic",Public defender,NA,NA,Relationship not known,No,No,DUI/DWI,2,2,0,0,1–5 years
Male,26-35,College graduate,White/Caucasian,Very religious,"$40,000 - $49,999",Employed full time,Guilty,Guilty,8,NA,NA,8,NA,NA,Maricopa,42,0,Female,"White, non-Hispanic",Public defender,NA,NA,Relationship not known,No,No,DUI/DWI,2,2,0,0,1–5 years
Male,36-45,Some college,White/Caucasian,Religious,"Over $75,000",Employed full time,Guilty,Guilty,8,0,0,8,0,0,Maricopa,42,0,Female,"White, non-Hispanic",Public defender,NA,NA,Relationship not known,No,No,DUI/DWI,2,2,0,0,1–5 years
NA,36-45,College graduate,Black/African American,Somewhat non-religious,"Over $75,000",Employed full time,Guilty,Guilty,NA,8,NA,8,NA,NA,Maricopa,42,0,Female,"White, non-Hispanic",Public defender,NA,NA,Relationship not known,No,No,DUI/DWI,2,2,0,0,1–5 years
Female,56-65,Post-graduate work,White/Caucasian,Religious,"Over $75,000",Employed full time,Undecided,Not Guilty,NA,NA,8,NA,8,NA,Maricopa,43,1,Male,"White, Hispanic",Public defender,Male,"White, non-Hispanic",None,No,No,NA,3,2,1,0,1–5 years
NA,18-25,Some college,White/Caucasian,Very religious,"$50,000 - $75,000",Employed full time,Undecided,Guilty,NA,NA,8,8,NA,NA,Maricopa,43,1,Male,"White, Hispanic",Public defender,Male,"White, non-Hispanic",None,No,No,NA,3,2,1,0,1–5 years
Male,46-55,Some college,White/Caucasian,Religious,"$50,000 - $75,000",Employed full time,Not Guilty,Not Guilty,0,8,0,0,8,0,Maricopa,43,1,Male,"White, Hispanic",Public defender,Male,"White, non-Hispanic",None,No,No,NA,3,2,1,0,1–5 years
Male,18-25,College graduate,White/Hispanic,Very religious,"$40,000 - $49,999",Employed full time,Not Guilty,Not Guilty,NA,NA,8,NA,NA,8,Maricopa,43,1,Male,"White, Hispanic",Public defender,Male,"White, non-Hispanic",None,No,No,NA,3,2,1,0,1–5 years
Female,36-45,College graduate,White/Caucasian,Religious,"Over $75,000",Self-employed,Guilty,Not Guilty,NA,NA,NA,0,8,0,Maricopa,43,1,Male,"White, Hispanic",Public defender,Male,"White, non-Hispanic",None,No,No,NA,3,2,1,0,1–5 years
Male,46-55,High school graduate,White/Caucasian,Religious,"$40,000 - $49,999",Employed full time,Undecided,Not Guilty,NA,NA,NA,NA,NA,NA,Maricopa,43,1,Male,"White, Hispanic",Public defender,Male,"White, non-Hispanic",None,No,No,NA,3,2,1,0,1–5 years
Female,36-45,College graduate,NA,Very religious,"$50,000 - $75,000",Employed full time,Not Guilty,Not Guilty,NA,8,NA,NA,8,NA,Maricopa,43,1,Male,"White, Hispanic",Public defender,Male,"White, non-Hispanic",None,No,No,NA,3,2,1,0,1–5 years
Female,36-45,Some college,White/Caucasian,Neither,"$30,000 - $39,999",Employed full time,Not Guilty,Not Guilty,NA,8,NA,NA,8,NA,Maricopa,43,1,Male,"White, Hispanic",Public defender,Male,"White, non-Hispanic",None,No,No,NA,3,2,1,0,1–5 years
Female,36-45,Some college,White/Caucasian,Very religious,"$10,000 - $19,999",Employed part time,Guilty,Guilty,7,1,0,8,0,0,Maricopa,44,0,Male,"White, non-Hispanic",Public defender,NA,NA,Relationship not known,NA,No,Drugs: possession,2,2,0,0,<1 year
Female,46-55,Post-graduate work,NA,Neither,"$20,000 - $29,999",Employed full time,Not Guilty,Guilty,7,1,NA,8,0,NA,Maricopa,44,0,Male,"White, non-Hispanic",Public defender,NA,NA,Relationship not known,NA,No,Drugs: possession,2,2,0,0,<1 year
Female,36-45,Some college,White/Caucasian,Religious,"$50,000 - $75,000",Employed full time,Guilty,Guilty,7,1,NA,8,0,NA,Maricopa,44,0,Male,"White, non-Hispanic",Public defender,NA,NA,Relationship not known,NA,No,Drugs: possession,2,2,0,0,<1 year
Female,26-35,Post-graduate work,Asian/Pacific Islander,Very non-religious,"$40,000 - $49,999",Employed full time,Guilty,Guilty,7,1,NA,8,0,NA,Maricopa,44,0,Male,"White, non-Hispanic",Public defender,NA,NA,Relationship not known,NA,No,Drugs: possession,2,2,0,0,<1 year
Female,26-35,Post-graduate work,White/Caucasian,Religious,"Over $75,000",Employed full time,Guilty,Guilty,7,1,0,8,0,0,Maricopa,44,0,Male,"White, non-Hispanic",Public defender,NA,NA,Relationship not known,NA,No,Drugs: possession,2,2,0,0,<1 year
Male,26-35,College graduate,White/Caucasian,Very religious,"$50,000 - $75,000",Employed full time,Guilty,Guilty,7,1,NA,8,NA,NA,Maricopa,44,0,Male,"White, non-Hispanic",Public defender,NA,NA,Relationship not known,NA,No,Drugs: possession,2,2,0,0,<1 year
Male,46-55,High school graduate,White/Caucasian,Very religious,"$50,000 - $75,000",Employed full time,Guilty,Guilty,7,1,0,8,0,0,Maricopa,44,0,Male,"White, non-Hispanic",Public defender,NA,NA,Relationship not known,NA,No,Drugs: possession,2,2,0,0,<1 year
Female,36-45,Some college,White/Caucasian,NA,"$30,000 - $39,999",Employed full time,Guilty,Guilty,7,1,NA,8,0,NA,Maricopa,44,0,Male,"White, non-Hispanic",Public defender,NA,NA,Relationship not known,NA,No,Drugs: possession,2,2,0,0,<1 year
Female,46-55,Some college,Nonwhite/Hispanic,Religious,"Over $75,000",Employed full time,Not Guilty,Not Guilty,6,2,NA,6,2,NA,Maricopa,45,2,Male,"White, non-Hispanic",Private,Male,"White, non-Hispanic",Employee/employer,No,No,Forgery,2,0,0,2,NA
NA,NA,NA,NA,NA,NA,NA,Guilty,Guilty,6,2,NA,6,2,NA,Maricopa,45,2,Male,"White, non-Hispanic",Private,Male,"White, non-Hispanic",Employee/employer,No,No,Forgery,2,0,0,2,NA
Female,18-25,Some college,Nonwhite/Hispanic,Somewhat non-religious,"$10,000 - $19,999",Employed part time,Guilty,Guilty,5,2,1,6,2,0,Maricopa,45,2,Male,"White, non-Hispanic",Private,Male,"White, non-Hispanic",Employee/employer,No,No,Forgery,2,0,0,2,NA
Female,26-35,Some college,White/Caucasian,Religious,"Over $75,000",Employed full time,Not Guilty,Not Guilty,5,2,1,6,2,NA,Maricopa,45,2,Male,"White, non-Hispanic",Private,Male,"White, non-Hispanic",Employee/employer,No,No,Forgery,2,0,0,2,NA
Female,26-35,Some college,White/Caucasian,Religious,"$20,000 - $29,999",Employed part time,Guilty,Guilty,7,1,NA,8,NA,NA,Maricopa,48,0,Male,Other,Public defender,NA,NA,Relationship not known,Yes,No,Drugs: possession,1,1,0,0,<1 year
