"gender","age_group","education_level","race_ethnicity","religion_level","income_bracket","job_status","individual_first_vote","individual_final_vote","group_first_vote_guilty","group_first_vote_not_guilty","group_first_vote_undecided","group_final_vote_guilty","group_final_vote_not_guilty","group_final_vote_undecided"
"Female","56-65","High school graduate","White/Hispanic","Very religious","$10,000 - $19,999","Employed part time","Guilty","Guilty",NA,NA,NA,12,NA,NA
"Male","46-55","Some college","White/Hispanic","Religious","Over $75,000","Self-employed","Guilty","Guilty",NA,99,NA,12,NA,NA
"Female","36-45","Some college","White/Hispanic","Very religious","$50,000 - $75,000","Employed part time","Guilty","Guilty",7,3,2,12,0,0
"Male","56-65","Post-graduate work","White/Hispanic","Religious","Over $75,000","Student","Not Guilty","Not Guilty",2,3,3,2,4,2
"Male","56-65","High school graduate","White/Caucasian","Religious","$50,000 - $75,000","Student","Not Guilty","Undecided",NA,NA,NA,NA,NA,NA
"Male","56-65","Post-graduate work","White/Hispanic","Neither","Over $75,000","Employed full time","Not Guilty","Not Guilty",4,2,2,2,3,3
"Male","36-45","College graduate","White/Hispanic","Very religious","$50,000 - $75,000","Employed full time","Guilty","Guilty",2,6,NA,2,6,NA
"Male","Over 65","Post-graduate work","White/Hispanic","Neither","Over $75,000","Student","Guilty","Not Guilty",6,2,NA,2,6,NA
"Female","26-35","Post-graduate work","White/Hispanic","Religious","Over $75,000","Employed full time","Guilty","Undecided",6,2,NA,2,3,3
"Male","26-35","College graduate","White/Hispanic","Religious","$50,000 - $75,000","Employed full time","Guilty","Guilty",4,4,0,2,2,4
"Male","46-55","Post-graduate work",NA,"Somewhat non-religious","Over $75,000","Employed full time","Not Guilty","Not Guilty",8,4,NA,5,2,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Male","46-55","High school graduate","White/Hispanic","Religious","Over $75,000","Employed full time","Guilty","Guilty",10,2,NA,12,NA,NA
"Male","26-35","Some college","Native American","Religious","$40,000 - $49,999","Employed full time","Guilty",NA,NA,NA,NA,NA,NA,NA
"Female","36-45","Some college","Black/African American","Religious","Over $75,000","Employed full time","Not Guilty","Guilty",NA,NA,NA,NA,NA,NA
"Female","36-45","Some college","Native American","Religious","$30,000 - $39,999","Employed full time",NA,NA,10,2,NA,12,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Male","56-65","College graduate","White/Hispanic","Religious","Over $75,000","Student","Not Guilty",NA,0,8,0,0,8,0
"Female","26-35","College graduate","White/Hispanic","Very religious","Over $75,000","Employed full time","Not Guilty","Not Guilty",NA,8,NA,NA,8,NA
"Male","36-45","Post-graduate work","White/Hispanic",NA,"Over $75,000","Employed full time","Not Guilty","Not Guilty",0,7,1,0,8,0
"Female","18-25","Some college","White/Hispanic","Very religious","$50,000 - $75,000","Employed part time","Not Guilty","Not Guilty",0,7,1,0,8,0
NA,"46-55","Some college","Black/African American","Religious","$40,000 - $49,999","Unemployed, seeking employment","Not Guilty",NA,NA,8,NA,NA,8,NA
"Female","46-55","College graduate","White/Hispanic","Very religious","$30,000 - $39,999","Employed part time","Not Guilty","Not Guilty",NA,8,NA,NA,8,NA
"Female","36-45","College graduate","White/Hispanic","Somewhat non-religious","Over $75,000","Employed full time","Not Guilty","Not Guilty",NA,8,NA,NA,8,NA
"Male","36-45","College graduate","White/Hispanic","Religious","$50,000 - $75,000","Employed full time","Undecided",NA,NA,8,NA,NA,8,NA
"Female","36-45","Some college","White/Hispanic","Very religious","$50,000 - $75,000","Employed full time","Guilty","Guilty",8,NA,NA,8,NA,NA
NA,"46-55","Some college","White/Caucasian","Religious","$40,000 - $49,999","Employed full time","Guilty","Guilty",8,NA,NA,8,NA,NA
"Female","46-55","College graduate","White/Hispanic","Somewhat non-religious","$40,000 - $49,999","Employed full time","Guilty","Guilty",NA,NA,NA,8,NA,NA
"Male","Over 65","High school graduate","White/Hispanic","Religious","$10,000 - $19,999","Student","Guilty","Guilty",9,NA,NA,9,NA,NA
"Female","36-45","Post-graduate work","White/Hispanic","Religious","Over $75,000","Employed full time","Guilty","Guilty",8,0,NA,8,0,NA
"Female","46-55","Post-graduate work","White/Hispanic","Very religious","$50,000 - $75,000","Employed full time","Undecided","Guilty",0,0,0,9,NA,NA
"Male","26-35","Some college","White/Hispanic","Religious","Over $75,000","Self-employed","Guilty",NA,8,0,0,8,0,0
"Female","56-65","College graduate","White/Hispanic","Very religious","$40,000 - $49,999","Employed part time","Guilty",NA,0,0,0,0,0,0
"Male","36-45","Post-graduate work","White/Caucasian","Very religious","Over $75,000","Employed full time","Guilty","Guilty",11,NA,1,12,0,0
"Female","46-55","Some college","White/Hispanic","Very religious","$50,000 - $75,000","Employed full time","Guilty","Guilty",12,NA,NA,12,NA,NA
"Female","26-35","High school graduate","White/Hispanic","Religious","$30,000 - $39,999","Employed full time","Guilty","Guilty",11,NA,1,12,NA,NA
"Female","36-45","Some college","White/Hispanic","Religious","Over $75,000","Employed full time","Guilty","Guilty",11,NA,1,12,NA,NA
"Male","18-25","Some college","White/Hispanic","Very non-religious","$20,000 - $29,999","Employed full time","Guilty","Guilty",11,0,1,12,0,0
"Female","56-65","Some college","White/Hispanic","Neither","$40,000 - $49,999","Employed part time","Guilty","Guilty",11,NA,1,12,NA,NA
"Female","26-35","Post-graduate work","White/Hispanic","Neither","Over $75,000","Employed full time","Guilty","Guilty",11,0,1,12,0,NA
"Male","36-45","College graduate","White/Hispanic","Religious","Over $75,000","Employed full time","Guilty","Guilty",12,NA,NA,12,NA,NA
"Female","Over 65","High school graduate","White/Hispanic","Religious","$30,000 - $39,999","Employed full time","Guilty","Guilty",12,NA,NA,12,NA,NA
"Female","56-65","Some college","White/Hispanic","Religious","Over $75,000","Homemaker","Guilty",NA,12,NA,NA,12,NA,NA
"Male","26-35","College graduate","White/Hispanic","Somewhat non-religious","Over $75,000","Employed full time","Guilty","Guilty",12,0,0,12,0,0
"Male","18-25","Some college","White/Caucasian","Religious","$30,000 - $39,999","Employed full time","Guilty","Guilty",12,NA,NA,12,NA,NA
"Female","26-35","Post-graduate work","White/Hispanic","Religious","$50,000 - $75,000","Employed full time","Undecided","Not Guilty",NA,11,1,NA,12,NA
"Female","Over 65","Some college","White/Hispanic","Religious","$50,000 - $75,000","Employed part time","Not Guilty","Not Guilty",4,8,NA,NA,NA,NA
"Female","56-65","Some college","White/Hispanic","Very religious","Over $75,000","Employed full time","Guilty","Not Guilty",3,9,NA,NA,12,NA
"Female","18-25","High school graduate","White/Hispanic","Religious","Over $75,000","Employed full time","Not Guilty",NA,NA,NA,NA,3,9,0
"Male","36-45","Some college","White/Hispanic","Very religious","$50,000 - $75,000","Employed full time","Not Guilty",NA,7,3,NA,NA,12,NA
"Male","26-35","Some college","White/Hispanic","Very non-religious","$40,000 - $49,999","Employed full time","Not Guilty","Not Guilty",NA,12,NA,NA,12,NA
"Male","36-45","College graduate","White/Hispanic","Very non-religious","$50,000 - $75,000","Employed full time","Not Guilty","Guilty",10,2,NA,12,0,NA
"Male","46-55","College graduate","White/Hispanic","Religious",NA,"Employed full time","Not Guilty",NA,NA,NA,2,NA,NA,NA
"Female","56-65","Some college","White/Hispanic","Religious","$20,000 - $29,999","Employed full time","Not Guilty",NA,11,1,NA,12,NA,NA
"Male","26-35","College graduate","White/Hispanic","Very religious","Over $75,000","Employed full time","Not Guilty","Not Guilty",3,9,NA,0,12,NA
"Female","56-65","Some college","White/Hispanic","Religious","$40,000 - $49,999","Employed full time","Guilty","Guilty",9,3,NA,12,0,NA
"Male","56-65","College graduate","White/Hispanic","Religious","$40,000 - $49,999","Employed part time","Not Guilty",NA,1,11,0,1,11,NA
NA,"46-55","Some college","White/Hispanic","Religious","$40,000 - $49,999","Employed full time","Guilty","Guilty",12,NA,NA,12,NA,NA
"Female","18-25","High school graduate","White/Hispanic","Religious","Under $10,000","Unemployed, seeking employment","Guilty","Guilty",12,NA,NA,12,NA,NA
"Male","56-65","Post-graduate work","White/Hispanic","Neither","Over $75,000","Employed full time","Undecided","Not Guilty",0,0,0,NA,0,NA
"Female","26-35","College graduate","White/Hispanic","Neither","$50,000 - $75,000","Employed full time","Undecided","Guilty",4,4,4,12,0,0
"Male","36-45","College graduate","Asian/Pacific Islander","Religious","$40,000 - $49,999","Employed full time","Guilty",NA,NA,NA,NA,12,NA,NA
"Male","26-35","College graduate","White/Hispanic","Religious","$50,000 - $75,000","Employed full time","Guilty","Guilty",12,NA,NA,12,NA,NA
"Male","56-65","Some college","White/Hispanic","Religious","Over $75,000","Employed full time","Not Guilty","Guilty",NA,NA,NA,12,NA,NA
"Male","46-55","Some college","White/Hispanic","Religious","Over $75,000","Employed full time","Guilty","Guilty",5,4,3,12,NA,NA
"Male","26-35","College graduate","White/Hispanic","Very religious","$30,000 - $39,999","Employed full time","Guilty",NA,NA,NA,NA,NA,12,NA
"Female","36-45","Some college","Black/African American","Religious","$30,000 - $39,999","Employed full time","Guilty","Guilty",0,0,0,12,NA,NA
"Female","56-65","Post-graduate work","White/Hispanic","Religious","$40,000 - $49,999","Student","Guilty","Guilty",11,0,1,12,0,0
"Female","36-45","Some college","White/Hispanic","Neither","$50,000 - $75,000","Employed full time","Not Guilty","Not Guilty",12,NA,NA,12,NA,NA
"Male","56-65","Some college","White/Hispanic","Religious","Over $75,000","Student","Undecided","Not Guilty",NA,NA,NA,NA,NA,NA
"Female","36-45","College graduate","White/Hispanic","Religious","Over $75,000","Employed full time","Not Guilty",NA,0,8,NA,0,8,NA
"Male","26-35","Some college","White/Hispanic","Very non-religious","Over $75,000","Employed full time","Undecided","Not Guilty",0,7,1,NA,8,NA
"Female","56-65","High school graduate","White/Hispanic","Somewhat non-religious",NA,"Employed full time","Not Guilty","Not Guilty",NA,9,NA,NA,8,NA
"Male","46-55","Some college","White/Hispanic","Religious","Over $75,000","Employed full time","Not Guilty","Not Guilty",0,8,0,0,8,0
"Female","36-45","College graduate","White/Hispanic","Neither","Over $75,000","Homemaker","Undecided",NA,NA,8,NA,NA,8,NA
"Female","46-55","High school graduate","White/Hispanic","Neither",NA,"Employed full time","Not Guilty",NA,NA,8,NA,NA,8,NA
"Female","26-35","College graduate","White/Hispanic","Neither","$50,000 - $75,000","Employed full time","Not Guilty","Not Guilty",8,3,1,9,3,0
"Male","18-25","College graduate","White/Hispanic","Neither","$50,000 - $75,000","Employed full time","Guilty","Guilty",9,2,1,9,3,0
"Male","36-45","College graduate","White/Hispanic","Somewhat non-religious","Over $75,000","Employed full time","Guilty","Guilty",9,2,1,9,3,0
"Male","46-55","Some college","White/Hispanic","Religious","$50,000 - $75,000","Employed full time","Not Guilty","Not Guilty",7,2,1,7,3,0
"Male","26-35","Post-graduate work","White/Hispanic","Very non-religious","$50,000 - $75,000","Employed part time","Guilty","Guilty",9,2,1,9,3,0
"Female","18-25","Some college","White/Hispanic","Religious","$40,000 - $49,999","Employed part time","Guilty","Guilty",8,2,1,9,3,NA
NA,"56-65","Some college","White/Hispanic","Very religious","Over $75,000","Student","Guilty","Guilty",9,3,NA,9,3,NA
"Male","26-35","Some college","White/Hispanic","Religious","$40,000 - $49,999","Employed full time","Guilty","Guilty",10,2,NA,9,3,NA
"Male","Over 65","Some college","White/Hispanic","Religious","$50,000 - $75,000","Student","Not Guilty","Not Guilty",8,4,NA,9,3,NA
"Male","36-45","Some college","White/Hispanic","Religious","$40,000 - $49,999","Employed full time","Guilty","Guilty",9,3,NA,9,3,NA
"Female","46-55","Some college","White/Caucasian","Somewhat non-religious","Over $75,000","Employed full time","Guilty","Guilty",9,2,1,9,3,NA
"Female","46-55","Some college","White/Hispanic","Neither","Over $75,000","Employed full time","Undecided",NA,6,1,2,NA,8,NA
"Male","46-55","Some college","White/Hispanic","Religious","$50,000 - $75,000","Employed full time","Not Guilty","Not Guilty",1,5,2,NA,8,NA
"Female","36-45","High school graduate","Black/African American","Religious","$20,000 - $29,999","Employed full time","Not Guilty","Not Guilty",3,5,0,0,8,0
"Male","36-45","Post-graduate work","White/Hispanic",NA,"Over $75,000","Employed full time","Guilty","Not Guilty",6,8,2,0,8,0
NA,"56-65","Post-graduate work","White/Hispanic","Very religious","Over $75,000","Self-employed","Not Guilty","Not Guilty",1,5,2,0,6,0
"Female","18-25","Some college","Asian/Pacific Islander","Religious","$30,000 - $39,999","Employed full time","Guilty","Not Guilty",1,4,2,0,7,0
"Male","36-45","Some college","White/Caucasian","Religious","Over $75,000","Employed full time","Not Guilty",NA,NA,3,NA,NA,0,NA
"Male","Over 65","Post-graduate work","White/Hispanic","Very religious","$30,000 - $39,999","Student","Not Guilty","Not Guilty",3,5,NA,NA,8,NA
"Male","36-45","High school graduate","White/Hispanic","Religious","$30,000 - $39,999","Employed full time","Not Guilty","Guilty",5,3,0,8,0,0
"Female","26-35","College graduate","White/Hispanic","Very religious","Over $75,000","Unemployed, seeking employment","Not Guilty","Guilty",5,3,0,8,0,0
"Female","36-45","Some college","White/Caucasian","Very religious","$30,000 - $39,999","Employed full time","Not Guilty","Guilty",5,3,0,8,0,0
"Male","46-55","Some college","White/Hispanic","Somewhat non-religious","$50,000 - $75,000","Employed full time","Guilty","Guilty",5,3,NA,8,NA,NA
"Female","46-55","Some college","White/Caucasian","Neither","$50,000 - $75,000","Employed full time","Guilty","Guilty",8,NA,NA,8,NA,NA
"Female","18-25","Some college","Nonwhite/Hispanic","Religious","$50,000 - $75,000","Employed full time","Guilty","Guilty",8,0,0,8,0,0
"Male","26-35","College graduate","White/Hispanic","Religious","Over $75,000","Employed full time","Guilty","Guilty",8,NA,NA,8,NA,NA
"Female","36-45","College graduate","White/Caucasian","Religious","$50,000 - $75,000","Employed full time","Guilty","Guilty",8,0,0,8,4,0
"Male","36-45","Some college","White/Hispanic","Religious","$30,000 - $39,999","Employed full time","Guilty","Guilty",8,NA,NA,8,NA,NA
"Female","36-45","High school graduate","White/Caucasian","Religious","$40,000 - $49,999","Employed full time","Guilty",NA,NA,NA,NA,NA,NA,NA
"Male","36-45","Post-graduate work","White/Hispanic","Neither","Over $75,000","Employed full time","Guilty","Guilty",8,NA,NA,8,NA,NA
"Male","46-55","Post-graduate work","White/Hispanic","Very religious","$50,000 - $75,000","Employed full time","Guilty","Guilty",8,0,0,8,0,0
"Male","Over 65","Some college","White/Hispanic","Religious",NA,"Student","Guilty","Guilty",7,1,NA,8,0,NA
"Male","46-55","Some college","White/Hispanic","Neither","Over $75,000","Employed full time","Guilty","Guilty",7,1,NA,8,NA,NA
"Female","36-45","Some college","White/Hispanic","Religious","$50,000 - $75,000","Employed full time","Not Guilty","Guilty",7,1,NA,8,0,NA
"Female","56-65","Some college","White/Hispanic","Religious","$30,000 - $39,999","Homemaker","Guilty","Guilty",7,1,NA,8,0,NA
"Male","Over 65","College graduate","White/Hispanic","Religious","$20,000 - $29,999","Student","Guilty","Guilty",7,1,NA,8,0,NA
"Female","26-35","Some college","White/Hispanic","Religious","$30,000 - $39,999","Employed full time","Guilty","Guilty",7,1,0,8,0,0
"Male","46-55","College graduate","White/Hispanic","Neither","Over $75,000","Employed full time","Guilty","Guilty",7,1,NA,8,NA,NA
"Female","36-45","College graduate","White/Hispanic","Religious","Over $75,000","Employed full time","Guilty","Guilty",7,1,0,8,0,0
"Female","26-35","Less than high school","Asian/Pacific Islander","Very religious","$40,000 - $49,999","Employed full time","Undecided","Undecided",NA,NA,NA,NA,NA,NA
"Male","56-65","Post-graduate work","White/Hispanic","Very non-religious","$50,000 - $75,000","Employed full time","Guilty","Guilty",6,2,0,8,0,0
"Female","26-35","College graduate","White/Hispanic","Somewhat non-religious","$30,000 - $39,999","Employed full time","Guilty","Guilty",6,2,NA,8,0,NA
"Female","26-35","Post-graduate work","White/Hispanic","Somewhat non-religious","$50,000 - $75,000","Employed full time","Not Guilty","Guilty",6,2,0,8,NA,NA
"Male","46-55","Post-graduate work","White/Caucasian","Religious","Over $75,000","Employed full time",NA,NA,6,2,NA,8,NA,NA
"Female","18-25","Some college","White/Hispanic","Neither","Under $10,000","Employed full time","Guilty","Guilty",6,2,NA,8,0,0
